11-29 15:36:11 Bk=604 ckN=3:03-0/3 1028ms:1061ms[00-03-0-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=0a6a V=5-0
11-29 15:06:11 Bk=604 ckN=3:03-0/3 0989ms:1120ms[00-02-1-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:No:Og:NA checkRes=426_H_795_H_931_H_203_K_604_K_ ck=0ac0 V=5-0
11-29 14:36:10 Bk=604 ckN=3:03-0/3 0964ms:1082ms[00-03-0-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=3897 V=5-0
11-29 14:06:11 Bk=604 ckN=3:03-0/3 1063ms:1126ms[00-03-0-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=0ac0 V=5-0
11-29 13:36:10 Bk=604 ckN=3:03-0/3 0978ms:1058ms[00-03-0-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=3897 V=5-0
11-29 13:06:11 Bk=604 ckN=3:03-0/3 1116ms:1189ms[00-02-1-0] codeN=3:2:0:0-0:0:0:0/5 chkRes=2:OK:OK:Og:Og:no checkRes=426_H_795_H_931_H_203_K_604_K_ ck=0a6a V=5-0
11-29 12:36:12 Bk=604 ckN=3:03-0/3 0925ms:1087ms[01-02-0-0] codeN=3:2:0:0-1:0:0:0/6 chkRes=2:OK:OK:Og:Og:yes checkRes=38_h_426_H_795_H_931_H_203_K_604_K_ ck=3897 V=5-1
11-29 12:06:12 Bk=604 ckN=3:03-0/3 1082ms:1170ms[00-03-0-0] codeN=4:2:0:0-0:0:0:0/6 chkRes=2:OK:OK:Og:Og:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_ ck=0ac0 V=6-0
11-29 11:36:12 Bk=604 ckN=3:03-0/3 1005ms:1070ms[00-03-0-0] codeN=4:2:0:0-0:0:0:0/6 chkRes=2:OK:OK:Og:No:NA checkRes=38_H_426_H_795_H_931_H_203_K_604_K_ ck=0a6a V=6-0
11-29 11:06:12 Bk=604 ckN=3:03-0/3 1080ms:1135ms[00-02-1-0] codeN=4:2:0:0-0:0:0:0/6 chkRes=2:OK:OK:Og:Og:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_ ck=0a6a V=6-0
11-29 10:36:11 Bk=604 ckN=3:03-0/3 1029ms:1056ms[00-03-0-0] codeN=4:2:0:0-0:0:0:0/6 chkRes=2:OK:OK:Og:Og:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_ ck=3897 V=6-0
11-29 10:06:11 Bk=604 ckN=3:03-0/3 0971ms:1143ms[00-03-0-0] codeN=4:2:0:0-0:0:0:0/6 chkRes=2:OK:OK:Og:Og:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_ ck=3897 V=6-0
11-29 09:36:12 Bk=604 ckN=3:03-0/3 0945ms:1084ms[00-02-1-0] codeN=4:2:0:0-0:0:1:0/7 chkRes=2:OK:OK:No:Og:NA checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_g_ ck=0a6a V=6-1
11-29 09:06:12 Bk=604 ckN=3:03-0/3 0930ms:1057ms[01-01-1-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=3897 V=7-0
11-29 08:36:13 Bk=604 ckN=3:03-0/3 1005ms:1079ms[00-02-1-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=0ac0 V=7-0
11-29 08:06:12 Bk=604 ckN=3:03-0/3 1000ms:1128ms[00-03-0-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=0a6a V=7-0
11-29 07:36:12 Bk=604 ckN=3:03-0/3 0925ms:1049ms[00-03-0-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=3897 V=7-0
11-29 07:06:12 Bk=604 ckN=3:03-0/3 0982ms:1057ms[00-02-1-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=0a6a V=7-0
11-29 06:36:13 Bk=604 ckN=3:03-0/3 1131ms:1246ms[00-02-1-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=0a6a V=7-0
11-29 06:06:13 Bk=604 ckN=3:03-0/3 1038ms:1102ms[00-02-1-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=0a6a V=7-0
11-29 05:36:12 Bk=604 ckN=3:03-0/3 0996ms:1022ms[00-03-0-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:Ok:Oc:no checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=0a6a V=7-0
11-29 05:06:13 Bk=604 ckN=3:03-0/3 0894ms:1103ms[00-03-0-0] codeN=4:2:1:0-0:0:0:0/7 chkRes=3:OK:OK:No:Oc:NA checkRes=38_H_426_H_795_H_931_H_203_K_604_K_282_G_ ck=3897 V=7-0
